,listing_id,id,date,reviewer_id,reviewer_name,comments,sentiment,duration
74432,33625949,6.468830859867324e+17,2022-06-11,12966059.0,Patrick,karolina simen place comfortable spacious perfect week oslo nice balcony weather nice office get work done working remote apartment close nydalen metro station take short trip part city several bus lines also run nearby get metro many shops also walking distance realize last days stay storo shopping center shops lillo g rd place also close akerselva river great running communication quick check check fairly easy thank karolina simen,0.9686,last days
74449,33628605,484640977.0,2019-07-09,6777175.0,Zak,beautifully decorated 3 bedroom home oslo chic owner made comfortable us stay 2 nights excellent beds kitchen bathroom fully equipped location perfect nice quiet neighborhood 20 minute walk new harbor promenade aker brygge conveniently find tram stop around corner happy highly recommend superb host lovely apartment oslo,0.9862,2 nights
74457,33628605,506017157.0,2019-08-10,269701217.0,Joseph(Yeying),1 perfect location 2 super nice host 3 super market 200 meter away 4 shopping center 15 minutes walking 5 well decorated graceful looking house 6 well equipped good daily family life 7 everything feel like house,0.9774,daily
74486,33628605,4.4324884383416314e+17,2021-09-03,418348765.0,Mathieu,awesome place well appointed comfortable family 5 5 days early september loved central location size charm apartment short walking distance major oslo landmarks attractions,0.9578,5 5 days
74534,33658192,461317926.0,2019-05-31,6602645.0,Luis,marit place amazing views oslo centrally located trams metro available within ten minutes bed comfortable space feels like home enjoyed cooking fully equipped kitchen slept comfortably two weeks highly recommend marit place visit oslo,0.9552,two weeks
74548,33658192,5.868091761611282e+17,2022-03-20,240126487.0,George,asked better airbnb host time oslo girlfriend stayed two nights perfect short tram ride city centre bothered noise neighbours marit lovely helped us every step way 100 staying return oslo,0.8442,two nights
74583,33679332,713420486.0,2020-12-05,47233755.0,Bertrand,elin great host lived side 2 months always kind helpful always respected time personal space accommodation well located 25 30min city center transport quiet area recommend,0.9517,2 months
74639,33712804,439499622.0,2019-04-19,21531474.0,Miriam,un apartamento bonito limpio en una buena zona,0.0,zona
74648,33712804,490100046.0,2019-07-18,151718551.0,Rob,host canceled reservation 147 days arrival automated posting,0.0,reservation 147 days
74669,33715116,568338097.0,2019-11-24,163410656.0,Akash,stayed 4 days thoroughly enjoyed stay amenities needed apartment quite cozy location perfect right beside metro stop city center 20 minutes away neighborhood calm peaceful close access stores restaurants host provided support needed would definitely stay chance,0.9535,4 days
74681,33730659,466797343.0,2019-06-09,124937731.0,Bente Irene,host canceled reservation 53 days arrival automated posting,0.0,reservation 53 days
74682,33730659,466799188.0,2019-06-09,38456381.0,Eric,host canceled reservation 58 days arrival automated posting,0.0,reservation 58 days
74695,33738780,485684341.0,2019-07-11,75843185.0,Mary,definitely stay trip oslo oslo gorgeous city home steps away modern new barcode district designed famous architects mvrdv home furnished modern clean warm style add chris martin cecilie sons super welcoming cheerful friendly accommodating late check immediately shared great tips must see sights food really enjoyed conversations learned much norwegian culture oslo history br br opera house 20 min walk away must see spent many hours free public rooftop soak beautiful views city sea beaches swimmers really cool public sunbathing cultural area near astrup fearnley museum oslo castle airbnb perfect place allowed walk everywhere 3 day stay br br airport without car area super safe easy access 12 15 min walk train station shorter bus transit airport lone female traveler problem walking back past midnight oslo way safer american cities dark thanks great stay definitely back,0.9964,3 day
74699,33738780,501313642.0,2019-08-03,272721592.0,Celine,stayed bnb july 2019 location great nearby city center easy reach train store street trams busses center stopping almost right front house room cosy comfortable chris martin great hosts,0.9313,july 2019
74727,33738780,5.526497172010405e+17,2022-02-01,26812166.0,Marion,stayed entire month martin chris apartment great modern spatious clean perfect location one best neighborhoods oslo also really liked room super cosy well furnished br martin chris friendly helpful respectful made feel home definitely recommend staying,0.9893,month
74749,33738780,7.06318051201435e+17,2022-09-01,2147474.0,Toni,perfect place final evening oslo location ideal convenient walking taking bus center town martin chris wonderful hosts fun easy talk made everything easy accommodating responded quickly messages prior arrival room home peaceful comfortable needed relax end busy day thank perfect end norway vacation highly recommend,0.9893,busy day
74776,33766878,577220149.0,2019-12-15,25896174.0,Daniel,nice spacious apartment good location family two weeks would stay,0.6908,two weeks
74781,33766878,6.910913739102186e+17,2022-08-11,5192971.0,Andy,truly wonderful time lars beautiful apartment 6 week stay oslo apartment lovely images suggest location fabulous heart st hanshaugen great bus connections walking access less anywhere city neighborhood quiet apartment comfortable spacious lars super helpful always available needs arose whole stay drama free highly recommend hope stay,0.9912,6 week
74788,33804127,467381893.0,2019-06-10,130806250.0,Ingrid,sebastians home really great super stylish interior got everything need right outside door communication easy answered every question bed placed high without rail bit scary sleep two people first nights got used perfect holiday oslo thank,0.9719,two people first nights
74798,33804127,488447640.0,2019-07-15,20453262.0,Christine,easy access get keep mind need walk 5 flights stairs get studio apartment space nice clean full size bed lofted bit warm since summer great value,0.9413,summer
74805,33804127,508779896.0,2019-08-13,272505827.0,Ellen,stayed sebastian three nights boyfriend really satisfied everything sebastian super helpful kind always asking anything needed could help apartment clean cosy liked even thought would also good location got wherever wanted go pretty fast tram stop almost right outside,0.9758,three nights
74823,33804127,3.939409462576748e+17,2021-06-27,30041282.0,Gunn Therese,stayed sebastian apartment 16 days would highly recommend great communication stay sebastian easily available questions check also easy liked lay apartment amenities included br really cosy area oslo trams buses nearby quickly get around areas city,0.9357,16 days
74825,33804127,4.055621644496393e+17,2021-07-13,6452515.0,Cecilie,stayed four nights husband dog excellent communication host everything line expectations loved location look rent sebastian us,0.8225,four nights
74832,33804127,4.6717705612864666e+17,2021-10-06,268858210.0,Cris,nice flat conditions cook stay family days nearest important spots city sebastian kind helpful give us precious informations,0.926,days
